lastmajorreleaseaccession	name	taxon_id	species	speciesname	assemblyname	genbank_id	refseq_cat	refseq_id	assembly_status	release_date	assembly_type	contig_n50	scaffold_n50	annotation	stats	gff	ftps	number_of_genes	total_length	gc_content	nb_assemblies	chr_avail	proportion_masked	Complete	Single	Duplicated	Framgented	Missing
GCA_022412395.1	12241531	174780	Calyptommatus sinebrachiatus (lizards & snakes)	Calyptommatus sinebrachiatus	HLcalSin1	GCA_022412395.1	reference genome		Scaffold	2022/02/28 00:00	haploid	35273	5507198	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/412/395/GCA_022412395.1_HLcalSin1/GCA_022412395.1_HLcalSin1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/412/395/GCA_022412395.1_HLcalSin1		1750921936	40.5	1	No	30.87	89.9	88.7	1.2	3.7	6.4
GCA_022577455.1	12322811	94893	Arizona elegans (snakes)	Arizona elegans	rAriEle1.0.p	GCA_022577455.1	reference genome		Scaffold	2022/03/15 00:00	haploid (principal pseudohaplotype of diploid)	54101938	105945816	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/577/455/GCA_022577455.1_rAriEle1.0.p/GCA_022577455.1_rAriEle1.0.p_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/577/455/GCA_022577455.1_rAriEle1.0.p		1842551953	40.5	1	No	46.07	93.4	91.9	1.5	1.2	5.4
GCA_022578425.1	12323511	94893	Arizona elegans (snakes)	Arizona elegans	rAriEle1.0.a	GCA_022578425.1	na		Scaffold	2022/03/15 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	34039		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/578/425/GCA_022578425.1_rAriEle1.0.a/GCA_022578425.1_rAriEle1.0.a_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/578/425/GCA_022578425.1_rAriEle1.0.a				1	No	NA	NA	NA	NA	NA	NA
GCA_023053635.1	12563481	159646	Elgaria multicarinata webbii (lizards & snakes)	Elgaria multicarinata	rElgMul1.0.p	GCA_023053635.1	na		Scaffold	2022/04/19 00:00	haploid (principal pseudohaplotype of diploid)	85762895		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/053/635/GCA_023053635.1_rElgMul1.0.p/GCA_023053635.1_rElgMul1.0.p_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/053/635/GCA_023053635.1_rElgMul1.0.p				1	Yes	NA	NA	NA	NA	NA	NA
GCA_023053665.1	12563541	158812	Diadophis punctatus similis (Ringneck snake)	Diadophis punctatus	rDiaPun1.0.a	GCA_023053665.1	na		Scaffold	2022/04/19 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	6581262		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/053/665/GCA_023053665.1_rDiaPun1.0.a/GCA_023053665.1_rDiaPun1.0.a_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/053/665/GCA_023053665.1_rDiaPun1.0.a				2	No	NA	NA	NA	NA	NA	NA
GCA_023053675.1	12563521	159646	Elgaria multicarinata webbii (lizards & snakes)	Elgaria multicarinata	rElgMul1.0.a	GCA_023053675.1	na		Scaffold	2022/04/19 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	84312071		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/053/675/GCA_023053675.1_rElgMul1.0.a/GCA_023053675.1_rElgMul1.0.a_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/053/675/GCA_023053675.1_rElgMul1.0.a				1	Yes	NA	NA	NA	NA	NA	NA
GCA_023053675.2	20573311	159646	Elgaria multicarinata webbii (lizards & snakes)	Elgaria multicarinata	rElgMul1.1.alt	GCA_023053675.2	na		Scaffold	2024/01/04 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	76551155		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/053/675/GCA_023053675.2_rElgMul1.1.alt/GCA_023053675.2_rElgMul1.1.alt_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/053/675/GCA_023053675.2_rElgMul1.1.alt				1	Yes	NA	NA	NA	NA	NA	NA
GCA_023053685.1	12563491	158812	Diadophis punctatus similis (Ringneck snake)	Diadophis punctatus	rDiaPun1.0.p	GCA_023053685.1	reference genome		Scaffold	2022/04/19 00:00	haploid (principal pseudohaplotype of diploid)	8013852	83654930	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/053/685/GCA_023053685.1_rDiaPun1.0.p/GCA_023053685.1_rDiaPun1.0.p_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/053/685/GCA_023053685.1_rDiaPun1.0.p		1783023707	41	2	No	48.05	91.6	90	1.6	1.2	7.2
GCA_023333525.1	12706281	2917703	Aspidoscelis tigris stejnegeri (lizards & snakes)	Aspidoscelis tigris	rAspTig1.0.p	GCA_023333525.1	na		Scaffold	2022/05/11 00:00	haploid (principal pseudohaplotype of diploid)	30424254		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/525/GCA_023333525.1_rAspTig1.0.p/GCA_023333525.1_rAspTig1.0.p_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/525/GCA_023333525.1_rAspTig1.0.p				1	Yes	NA	NA	NA	NA	NA	NA
GCA_023333525.2	27630041	2917703	Aspidoscelis tigris stejnegeri (lizards & snakes)	Aspidoscelis tigris	rAspTig1.1.pri	GCA_023333525.2	reference genome		Chromosome	2025/03/05 00:00	haploid (principal pseudohaplotype of diploid)	41557363	115489130	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/525/GCA_023333525.2_rAspTig1.1.pri/GCA_023333525.2_rAspTig1.1.pri_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/525/GCA_023333525.2_rAspTig1.1.pri		1673115766	43.5	1	Yes	38.65	94.5	93.3	1.2	0.9	4.6
GCA_023333555.1	12703761	2917703	Aspidoscelis tigris stejnegeri (lizards & snakes)	Aspidoscelis tigris	rAspTig1.0.a	GCA_023333555.1	na		Scaffold	2022/05/11 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	49541617		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/555/GCA_023333555.1_rAspTig1.0.a/GCA_023333555.1_rAspTig1.0.a_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/555/GCA_023333555.1_rAspTig1.0.a				1	Yes	NA	NA	NA	NA	NA	NA
GCA_023333555.2	27635991	2917703	Aspidoscelis tigris stejnegeri (lizards & snakes)	Aspidoscelis tigris	rAspTig1.1.alt	GCA_023333555.2	na		Scaffold	2025/03/05 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	35332478		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/555/GCA_023333555.2_rAspTig1.1.alt/GCA_023333555.2_rAspTig1.1.alt_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/555/GCA_023333555.2_rAspTig1.1.alt				1	Yes	NA	NA	NA	NA	NA	NA
GCA_023333635.1	12704971	8519	Sceloporus occidentalis (western fence lizard)	Sceloporus occidentalis	rSceOcc1.0.a	GCA_023333635.1	na		Scaffold	2022/05/11 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	17628953		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/635/GCA_023333635.1_rSceOcc1.0.a/GCA_023333635.1_rSceOcc1.0.a_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/635/GCA_023333635.1_rSceOcc1.0.a				1	No	NA	NA	NA	NA	NA	NA
GCA_023333645.1	12706391	8519	Sceloporus occidentalis (western fence lizard)	Sceloporus occidentalis	rSceOcc1.0.p	GCA_023333645.1	reference genome		Scaffold	2022/05/11 00:00	haploid (principal pseudohaplotype of diploid)	18989278	98418489	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/645/GCA_023333645.1_rSceOcc1.0.p/GCA_023333645.1_rSceOcc1.0.p_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/645/GCA_023333645.1_rSceOcc1.0.p		2856356971	41	1	No	37.25	97.3	65.3	32	0.6	2.1
GCA_023362775.1	12720331	51858	Charina bottae (snakes)	Charina bottae	rChaBot1.0.p	GCA_023362775.1	reference genome		Scaffold	2022/05/13 00:00	haploid (principal pseudohaplotype of diploid)	37334273	97015800	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/362/775/GCA_023362775.1_rChaBot1.0.p/GCA_023362775.1_rChaBot1.0.p_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/362/775/GCA_023362775.1_rChaBot1.0.p		1804939834	42	1	No	42.34	94.7	93.4	1.3	0.9	4.4
GCA_023362785.1	12720321	51858	Charina bottae (snakes)	Charina bottae	rChaBot1.0.a	GCA_023362785.1	na		Scaffold	2022/05/13 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	38502584		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/362/785/GCA_023362785.1_rChaBot1.0.a/GCA_023362785.1_rChaBot1.0.a_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/362/785/GCA_023362785.1_rChaBot1.0.a				1	No	NA	NA	NA	NA	NA	NA
GCA_023646645.1	12916971	1275487	Varanus salvator macromaculatus (water monitor)	Varanus salvator	ASM2364664v1	GCA_023646645.1	reference genome		Scaffold	2022/06/02 00:00	haploid	1316942	71461993	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/646/645/GCA_023646645.1_ASM2364664v1/GCA_023646645.1_ASM2364664v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/646/645/GCA_023646645.1_ASM2364664v1		1702541867	44	1	No	25.94	95.2	86.5	8.7	0.9	3.9
GCA_023653725.1	12921601	8616	Bungarus multicinctus (many-banded krait)	Bungarus multicinctus	ASM2365372v1	GCA_023653725.1	reference genome		Chromosome	2022/06/07 00:00	haploid	5437538	135406522	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/653/725/GCA_023653725.1_ASM2365372v1/GCA_023653725.1_ASM2365372v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/653/725/GCA_023653725.1_ASM2365372v1		1593755901	40	1	Yes	40.33	92.2	90.3	1.9	1.2	6.6
GCA_023846285.1	13039161	171651	Phrynocephalus versicolor (lizards & snakes)	Phrynocephalus versicolor	PhrVer	GCA_023846285.1	reference genome		Scaffold	2022/06/22 00:00	haploid	27024	49226030	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/846/285/GCA_023846285.1_PhrVer/GCA_023846285.1_PhrVer_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/846/285/GCA_023846285.1_PhrVer		1603387288	43	1	No	36.46	90.7	89	1.7	2.9	6.4
GCA_023970755.1	13092721	8773	Azemiops feae (snakes)	Azemiops feae	CU_Afeae_1.0	GCA_023970755.1	reference genome		Contig	2022/06/22 00:00	haploid	1596756	NA	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/970/755/GCA_023970755.1_CU_Afeae_1.0/GCA_023970755.1_CU_Afeae_1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/970/755/GCA_023970755.1_CU_Afeae_1.0		1557776103	40	1	No	40.08	91.8	89.5	2.3	1.8	6.4
GCA_024294585.1	13317961	246179	Vipera latastei (snakes)	Vipera latastei	rVipLat1.pri	GCA_024294585.1	reference genome		Chromosome	2022/07/20 00:00	haploid (principal pseudohaplotype of diploid)	44839567	222489854	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/294/585/GCA_024294585.1_rVipLat1.pri/GCA_024294585.1_rVipLat1.pri_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/294/585/GCA_024294585.1_rVipLat1.pri		1631568913	41	1	Yes	44.22	93.2	91.7	1.5	1.1	5.7
GCA_024294605.1	13296271	246179	Vipera latastei (snakes)	Vipera latastei	rVipLat1.alt	GCA_024294605.1	na		Scaffold	2022/07/16 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	560665		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/294/605/GCA_024294605.1_rVipLat1.alt/GCA_024294605.1_rVipLat1.alt_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/294/605/GCA_024294605.1_rVipLat1.alt				1	Yes	NA	NA	NA	NA	NA	NA
GCA_024449315.1	13374351	343250	Daboia siamensis (Siamese Russell's viper)	Daboia siamensis	ASM2444931v1	GCA_024449315.1	reference genome		Scaffold	2022/07/26 00:00	haploid	27427	1108672	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/449/315/GCA_024449315.1_ASM2444931v1/GCA_024449315.1_ASM2444931v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/449/315/GCA_024449315.1_ASM2444931v1		1663732363	40.5	1	No	40.76	85.4	81.80000000000001	3.6	5.3	9.3
GCA_024498535.1	13405831	122353	Darevskia valentini (lizards & snakes)	Darevskia valentini	Dval_245	GCA_024498535.1	na		Scaffold	2022/07/29 00:00	haploid	49117		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/498/535/GCA_024498535.1_Dval_245/GCA_024498535.1_Dval_245_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/498/535/GCA_024498535.1_Dval_245				2	No	NA	NA	NA	NA	NA	NA
GCA_024509115.1	13424981	8741	Crotalus helleri (southern Pacific rattlesnake)	Crotalus helleri	rCroOre1.0.p	GCA_024509115.1	reference genome		Scaffold	2022/08/04 00:00	haploid (principal pseudohaplotype of diploid)	10371895	110762666	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/509/115/GCA_024509115.1_rCroOre1.0.p/GCA_024509115.1_rCroOre1.0.p_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/509/115/GCA_024509115.1_rCroOre1.0.p		1564795203	40	1	No	44.33	89	87.6	1.4	1.2	9.7
GCA_024509165.1	13418411	8741	Crotalus helleri (southern Pacific rattlesnake)	Crotalus helleri	rCroOre1.a	GCA_024509165.1	na		Scaffold	2022/08/03 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	68097879		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/509/165/GCA_024509165.1_rCroOre1.a/GCA_024509165.1_rCroOre1.a_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/509/165/GCA_024509165.1_rCroOre1.a				1	No	NA	NA	NA	NA	NA	NA
GCA_024760675.1	13543061	8739	Crotalus viridis (western rattlesnake)	Crotalus viridis	Cviridis_CV0650_chrW	GCA_024760675.1	na		Scaffold	2022/08/23 00:00	haploid	10093		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/760/675/GCA_024760675.1_Cviridis_CV0650_chrW/GCA_024760675.1_Cviridis_CV0650_chrW_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/760/675/GCA_024760675.1_Cviridis_CV0650_chrW				4	Yes	NA	NA	NA	NA	NA	NA
GCA_025802295.1	14194131	186598	Psammodynastes pulverulentus (snakes)	Psammodynastes pulverulentus	ASM2580229v1	GCA_025802295.1	reference genome		Scaffold	2022/10/23 00:00	haploid	4604	69323547	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/802/295/GCA_025802295.1_ASM2580229v1/GCA_025802295.1_ASM2580229v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/802/295/GCA_025802295.1_ASM2580229v1		1470439028	39.5	1	No	26.59	75.8	75	0.8	8.2	16.1
GCA_026122225.1	14379941	2940292	Heloderma charlesbogerti (Guatemala leaded lizard)	Heloderma charlesbogerti	Hcha_1	GCA_026122225.1	reference genome		Contig	2022/11/10 00:00	haploid	1358783	NA	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/122/225/GCA_026122225.1_Hcha_1/GCA_026122225.1_Hcha_1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/122/225/GCA_026122225.1_Hcha_1		2303480078	45	1	No	44.53	94.2	91.5	2.7	1.7	4
GCA_026167975.1	14401281	372482	Phrynosoma blainvillii (lizards & snakes)	Phrynosoma blainvillii	rPhrBla1.0.hap2	GCA_026167975.1	reference genome		Scaffold	2022/11/14 00:00	haploid (haplotype 2)	62272472	352551559	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/167/975/GCA_026167975.1_rPhrBla1.0.hap2/GCA_026167975.1_rPhrBla1.0.hap2_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/167/975/GCA_026167975.1_rPhrBla1.0.hap2		1968358621	41.5	1	No	39.91	86.8	84.8	2	0.8	12.4
GCA_026167985.1	14401291	372482	Phrynosoma blainvillii (lizards & snakes)	Phrynosoma blainvillii	rPhrBla1.0.hap1	GCA_026167985.1	na		Scaffold	2022/11/14 00:00	haploid (haplotype 1)	72389463		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/167/985/GCA_026167985.1_rPhrBla1.0.hap1/GCA_026167985.1_rPhrBla1.0.hap1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/167/985/GCA_026167985.1_rPhrBla1.0.hap1				1	No	NA	NA	NA	NA	NA	NA
GCA_026170395.1	14404021	245608	Plestiodon gilberti rubricaudatus (lizards & snakes)	Plestiodon gilberti	rPleGil1.0.hap1	GCA_026170395.1	na		Scaffold	2022/11/14 00:00	haploid (haplotype 1)	127845512		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/170/395/GCA_026170395.1_rPleGil1.0.hap1/GCA_026170395.1_rPleGil1.0.hap1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/170/395/GCA_026170395.1_rPleGil1.0.hap1				1	No	NA	NA	NA	NA	NA	NA
GCA_026170595.1	14404031	245608	Plestiodon gilberti rubricaudatus (lizards & snakes)	Plestiodon gilberti	rPleGil1.0.hap2	GCA_026170595.1	reference genome		Scaffold	2022/11/14 00:00	haploid (haplotype 2)	127798174	231322181	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/170/595/GCA_026170595.1_rPleGil1.0.hap2/GCA_026170595.1_rPleGil1.0.hap2_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/170/595/GCA_026170595.1_rPleGil1.0.hap2		1571222493	46	1	No	36.49	97	95.3	1.7	0.8	2.2
GCA_026541955.1	14615691	129328	Simalia boeleni (Boelen's python)	Simalia boeleni	ASM2654195v1	GCA_026541955.1	na		Scaffold	2022/11/30 00:00	haploid	812		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/541/955/GCA_026541955.1_ASM2654195v1/GCA_026541955.1_ASM2654195v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/541/955/GCA_026541955.1_ASM2654195v1				2	No	NA	NA	NA	NA	NA	NA
GCA_026541955.2	16725841	129328	Simalia boeleni (Boelen's python)	Simalia boeleni	ASM2654195v2	GCA_026541955.2	reference genome		Scaffold	2023/06/01 00:00	haploid	823	143246	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/541/955/GCA_026541955.2_ASM2654195v2/GCA_026541955.2_ASM2654195v2_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/541/955/GCA_026541955.2_ASM2654195v2		1433213430	41.5	2	No	16.38	45.5	45.1	0.4	20.2	34.4
GCA_026931265.1	14889851	2879190	Tropidonophis doriae (snakes)	Tropidonophis doriae	ASM2693126v1	GCA_026931265.1	na		Scaffold	2022/12/16 00:00	haploid	3313		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/931/265/GCA_026931265.1_ASM2693126v1/GCA_026931265.1_ASM2693126v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/931/265/GCA_026931265.1_ASM2693126v1				2	No	NA	NA	NA	NA	NA	NA
GCA_026931265.2	16725871	2879190	Tropidonophis doriae (snakes)	Tropidonophis doriae	ASM2693126v2	GCA_026931265.2	reference genome		Scaffold	2023/06/01 00:00	haploid	3400	3479	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/931/265/GCA_026931265.2_ASM2693126v2/GCA_026931265.2_ASM2693126v2_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/931/265/GCA_026931265.2_ASM2693126v2		1321534600	40	2	No	34.43	19.1	19	0.1	27.3	53.6
GCA_027172095.1	15030671	65483	Podarcis raffonei (Aeolian wall lizard)	Podarcis raffonei	rPodRaf1.alt	GCA_027172095.1	na		Scaffold	2022/12/21 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	38366		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/172/095/GCA_027172095.1_rPodRaf1.alt/GCA_027172095.1_rPodRaf1.alt_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/172/095/GCA_027172095.1_rPodRaf1.alt				1	Yes	NA	NA	NA	NA	NA	NA
GCA_027244105.1	15083951	884348	Hemicordylus capensis (graceful crag lizard)	Hemicordylus capensis	rHemCap1.1.alt	GCA_027244105.1	na		Contig	2022/12/22 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	95103		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/244/105/GCA_027244105.1_rHemCap1.1.alt/GCA_027244105.1_rHemCap1.1.alt_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/244/105/GCA_027244105.1_rHemCap1.1.alt				1	Yes	NA	NA	NA	NA	NA	NA
GCA_027559625.1	15242691	129333	Morelia viridis (green tree python)	Morelia viridis	ASM2755962v1	GCA_027559625.1	reference genome		Scaffold	2023/01/03 00:00	haploid	10471	205778	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/559/625/GCA_027559625.1_ASM2755962v1/GCA_027559625.1_ASM2755962v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/559/625/GCA_027559625.1_ASM2755962v1		1380678911	40	1	No	24.46	83.2	82.4	0.8	8	8.7
GCA_027560375.1	15242951	121343	Imantodes cenchoa (blunthead tree snake)	Imantodes cenchoa	ASM2756037v1	GCA_027560375.1	reference genome		Scaffold	2023/01/03 00:00	haploid	2902	52356	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/560/375/GCA_027560375.1_ASM2756037v1/GCA_027560375.1_ASM2756037v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/560/375/GCA_027560375.1_ASM2756037v1		1385158126	40.5	1	No	35.29	61	60.5	0.5	14.2	24.8
GCA_027560395.1	15242961	39328	Boaedon fuliginosus (brown house snake)	Boaedon fuliginosus	ASM2756039v1	GCA_027560395.1	reference genome		Scaffold	2023/01/03 00:00	haploid	3950	62558	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/560/395/GCA_027560395.1_ASM2756039v1/GCA_027560395.1_ASM2756039v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/560/395/GCA_027560395.1_ASM2756039v1		1404044445	40.5	1	No	34.3	61.9	61.3	0.6	14.3	23.8
GCA_029204185.1	16175471	470340	Lerista edwardsae (lizards & snakes)	Lerista edwardsae	lerEdw1.0	GCA_029204185.1	reference genome		Scaffold	2023/03/14 00:00	haploid	35012	11085295	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/204/185/GCA_029204185.1_lerEdw1.0/GCA_029204185.1_lerEdw1.0_assembly_stats.txt	GCA_029204185.1_lerEdw1.0_genomic.gff.gz	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/204/185/GCA_029204185.1_lerEdw1.0	21110	1740840159	46	1	No	38.08	92.5	88.3	4.2	3.3	4.2
GCA_029207655.1	16174681	2713152	Thamnophis sirtalis fitchi (snakes)	Thamnophis sirtalis	rThaSir1.0.hap2	GCA_029207655.1	na		Scaffold	2023/03/14 00:00	haploid (haplotype 2)	14321763		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/207/655/GCA_029207655.1_rThaSir1.0.hap2/GCA_029207655.1_rThaSir1.0.hap2_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/207/655/GCA_029207655.1_rThaSir1.0.hap2				4	No	NA	NA	NA	NA	NA	NA
GCA_029207665.1	16174931	2713152	Thamnophis sirtalis fitchi (snakes)	Thamnophis sirtalis	rThaSir1.0.hap1	GCA_029207665.1	na		Scaffold	2023/03/14 00:00	haploid (haplotype 1)	11631205		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/207/665/GCA_029207665.1_rThaSir1.0.hap1/GCA_029207665.1_rThaSir1.0.hap1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/207/665/GCA_029207665.1_rThaSir1.0.hap1				4	No	NA	NA	NA	NA	NA	NA
GCA_029215655.1	16179981	94852	Pituophis catenifer annectens (gopher snake)	Pituophis catenifer	rPitCat1.0.hap1	GCA_029215655.1	na		Scaffold	2023/03/14 00:00	haploid (haplotype 1)	33264011		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/215/655/GCA_029215655.1_rPitCat1.0.hap1/GCA_029215655.1_rPitCat1.0.hap1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/215/655/GCA_029215655.1_rPitCat1.0.hap1				2	No	NA	NA	NA	NA	NA	NA
